#Time (BTJD),Normalized PDCSAP_FLUX,Normalized SAP_BKG
1683.35647466743,1.00220913190156,0.5703336997253
1683.36341911188,0.99899044755265,0.57156054788631
1683.37036355632,1.00012939674364,0.57057886035141
1683.37730800076,1.00117106907149,0.56875306924585
1683.38425244521,1.00055729282908,0.5706036161563
1683.39119688965,1.00036069192496,0.57026997921439
1683.3981413341,0.99892966073676,0.5708088109548
1683.40508577854,0.99961296919517,0.56965435091003
1683.41203022299,0.99623695743294,0.57042954394471
1683.41897466743,0.99565503815106,0.56984608325771
1683.42591911187,0.99900271266204,0.56939478818388
1683.43286355632,0.99591573008795,0.57134189063697
1683.43980800076,0.99475453130615,0.57002132344448
1683.44675244521,0.99595961870776,0.57013539861492
1683.45369688965,0.99694106090843,0.57090415461343
1683.4606413341,0.9967264484308,0.57106745159529
1683.46758577854,0.99891360655259,0.56953379479457
1683.47453022299,0.99507137697224,0.57042243071238
1683.48147466743,0.99593252053784,0.57075662968746
1683.48841911187,0.99324976580005,0.5711365202031
1683.49536355632,0.99925841235821,0.56985024581589
1683.50230800076,0.995378471607,0.57203535175392
1683.50925244521,0.99637537538772,0.57064581255307
1683.51619688965,0.99496749167535,0.5708162403308
1683.5231413341,0.99441484344514,0.56956922044797
1683.53008577854,0.9992099804402,0.57002543331205
1683.53703022298,0.995039322477,0.57084659890387
1683.54397466743,0.9962092127858,0.57046726163964
1683.55091911187,0.99707792552213,0.56988511602244
1683.55786355632,0.99898051694433,0.56914023984743
1683.56480800076,0.99663001557958,0.56866459293006
1683.57175244521,0.99754958452347,0.57026171117952
1683.57869688965,0.99918115833104,0.56981963257154
1683.58564133409,0.9999350629992,0.57263303012383
1683.59258577854,0.99802116271517,0.56984125328513
1683.59953022298,0.99863255058342,0.56927345049104
1683.60647466743,1.00031852724439,0.57018655021993
1683.61341911187,0.9995230011161,0.57005451633328
1683.62036355632,0.99975422446662,0.56865258825277
1683.62730800076,0.99905082134144,0.57119822968907
1683.63425244521,1.00188042068493,0.57107973289828
1683.64119688965,1.00055231854607,0.57085928855909
1683.64814133409,1.00035544827644,0.57004781803949
1683.65508577854,1.0020976864128,0.56964962631868
1683.66203022298,1.00124744317135,0.57149041668452
1683.66897466743,1.00012792421221,0.57062630824563
1683.67591911187,1.00322613034905,0.56998245533791
1683.68286355632,1.00042113754455,0.57081951593038
1683.68980800076,1.00318779065867,0.57008239186136
1683.6967524452,1.00289998259415,0.57109276943335
1683.70369688965,1.00598116483099,0.56995348428423
1683.71064133409,1.00457566949278,0.57007224013718
1683.71758577854,1.0033417061089,0.57029441009385
1683.72453022298,1.00397566680658,0.56977178949774
1683.73147466743,1.00528451380118,0.56986591249057
1683.73841911187,1.00608770786754,0.5711567007067
1683.74536355631,1.00215062571362,0.57070798747275
1683.75230800076,1.00208159631323,0.57095267388338
1683.7592524452,1.00091310670506,0.57115062372302
1683.76619688965,1.00249992094435,0.57107540787738
1683.77314133409,1.00274911995298,0.57083113420987
1683.78008577854,1.00095624110145,0.56993672867028
1683.78703022298,1.00215594119294,0.57179816497344
1683.79397466743,1.00461643347271,0.56849586003361
1683.80091911187,1.00209009030553,0.57169697265712
1683.80786355631,1.00222283362698,0.56965083820271
1683.81480800076,1.00550223296098,0.57141091533595
1683.8217524452,1.00485800045867,0.56975119625104
1683.82869688965,1.00252421771301,0.57070466796433
1683.83564133409,1.00459896063021,0.56873190518421
1683.84258577854,1.00325978307962,0.56939138963954
1683.84953022298,1.00314406365816,0.57021340706289
1683.85647466742,1.00138907555451,0.57042609270976
1683.86341911187,1.00336224971818,0.57131500964415
1683.87036355631,1.00250945648327,0.56997600951996
1683.87730800076,1.00086594978378,0.57094199525311
1683.8842524452,1.00321023778418,0.57065014196485
1683.89119688965,1.00335643142324,0.57074778937402
1683.89814133409,1.00432075993542,0.56885243495437
1683.90508577853,1.00180998609448,0.57061315315669
1683.91203022298,1.0052724821419,0.57021455747454
1683.91897466742,1.00228214791144,0.57025714026911
1683.92591911187,1.0041157189121,0.57064598818843
1683.93286355631,1.00143840535754,0.5709522787038
1683.93980800076,1.00136917842245,0.57035791106055
1683.9467524452,1.00281689231434,0.5697296984822
1683.95369688965,1.00055327030419,0.57114611867587
1683.96064133409,0.99929784746832,0.57137761487049
1683.96758577853,1.00135039466782,0.57034574831143
1683.97453022298,1.00220695901981,0.56966695274757
1683.98147466742,1.00018596349994,0.57006904357352
1683.98841911187,1.00114666455663,0.57005620462824
1683.99536355631,0.99904701430895,0.57033581613146
1684.00230800076,1.0010234388164,0.57002832251383
1684.0092524452,1.00228150143423,0.5707740263705
1684.01619688964,1.00239671804008,0.56926816386651
1684.02314133409,1.00213737293071,0.57043542772949
1684.03008577853,1.00167902058537,0.56915727647797
1684.03703022298,1.00232070309423,0.57008463999405
1684.04397466742,1.00181025545999,0.57082266858521
1684.05091911187,1.00048059549062,0.57088081486868
1684.05786355631,1.00183778461472,0.57086101856745
1684.06480800075,1.00031617478564,0.57147467097393
1684.0717524452,1.00077070214079,0.57071640918857
1684.07869688964,1.00218393724788,0.56986045023067
1684.08564133409,1.00289833048571,0.56932252301239
1684.09258577853,1.0002318095091,0.57084412244521
1684.09953022298,1.00223901351505,0.57061148462071
1684.10647466742,1.00381877037807,0.5700570740233
1684.11341911186,1.00088525431172,0.57043063288398
1684.12036355631,1.00093853480885,0.57067639945211
1684.12730800075,1.00071341707647,0.57181647496038
1684.1342524452,1.00277278820212,0.57081992867349
1684.14119688964,1.00212148036585,0.56967336343844
1684.14814133409,0.99930027175788,0.57139069970528
1684.15508577853,1.00367133765768,0.57331828028741
1684.16203022298,1.00565747728105,0.57334768164773
1684.16897466742,1.00166178119298,0.57508861452604
1684.17591911186,1.0003361976216,0.57676424617514
1684.18286355631,0.99895956030794,0.57836810443179
1684.18980800075,1.00141157655312,0.57883875452299
1684.1967524452,1.00139913186674,0.58099552169466
1684.20369688964,0.99724034394351,0.58452864663295
1684.21064133409,0.99919816427333,0.58837404247083
1684.21758577853,0.9976703769953,0.58899700355173
1684.22453022297,1.00047461557638,0.59213368434109
1684.23147466742,1.00047091629009,0.5952929167115
1684.23841911186,0.9978314755257,0.59936266038459
1684.24536355631,0.99993832681125,0.60194523793843
1684.25230800075,0.99819034221076,0.60549339726408
1684.2592524452,1.00040975236249,0.60953429282824
1684.26619688964,0.99649567402279,0.6118519946861
1684.27314133408,0.99653137393121,0.61659659090907
1684.28008577853,0.99787712400015,0.62193452730841
1684.28703022297,0.99687626952534,0.62483809605779
1684.29397466742,0.99454430050742,0.62849702860899
1684.30091911186,0.99708267533389,0.6322982082434
1684.30786355631,0.99650176168323,0.63565238708868
1684.31480800075,0.99371400827113,0.63993753875682
1684.3217524452,0.99699653224501,0.64313717604326
1684.32869688964,0.99619938992368,0.64667520999003
1684.33564133408,0.99556266374014,0.6493479763045
1684.34258577853,0.99363111552602,0.65617430827064
1684.34953022297,0.99356350478397,0.65926793204995
1684.35647466742,0.99255717321053,0.66258193430518
1684.36341911186,0.99560163195003,0.66742976021472
1684.37036355631,0.99300243439227,0.67082336919975
1684.37730800075,0.99666435070277,0.67555581145537
1684.38425244519,0.9920817790075,0.67852571768262
1684.39119688964,0.99330433925161,0.68542092505768
1684.39814133408,0.99611705386728,0.68753109616666
1684.40508577853,0.99365090491188,0.69377112215286
1684.41203022297,0.99558636790468,0.6974317056765
1684.41897466742,0.99411620688728,0.70237071268649
1684.42591911186,0.99540652153505,0.70631212837915
1684.4328635563,0.99709937599527,0.71024623764058
1684.43980800075,0.99618118081546,0.71657615380727
1684.44675244519,0.99691464513112,0.72113999489297
1684.45369688964,0.99488745420461,0.72749612463809
1684.46064133408,0.99551906244353,0.72971729729861
1684.46758577853,0.99725198053338,0.73643037958053
1684.47453022297,0.99827345044827,0.74005714451438
1684.48147466742,0.99982803061531,0.74616149218008
1684.48841911186,0.9989922792381,0.75193645327973
1684.4953635563,0.99885635740367,0.75757180182667
1684.50230800075,1.00155956596223,0.7616308053971
1684.50925244519,0.99920001391647,0.76908499867086
1684.51619688964,0.99963482371657,0.77381923240722
1684.52314133408,1.00147900771817,0.78048717639999
1684.53008577853,1.00078162042264,0.78758186164238
1684.53703022297,0.99764299150217,0.79500921783216
1684.54397466741,1.00250345861133,0.80255518058484
1684.55091911186,1.00096997874227,0.80843013089855
1684.5578635563,1.00110588261899,0.81654278116074
1684.56480800075,0.99945070341424,0.82525232821547
1684.57175244519,1.00161746158836,0.82971046315593
1684.57869688964,1.0016452241932,0.83971716520882
1684.58564133408,1.00223481141315,0.84367979765374
1684.59258577852,1.00117462469618,0.85269951676544
1684.59953022297,1.00428304876455,0.86003817709521
1684.60647466741,1.0027630910439,0.8665984039178
1684.61341911186,1.00340207989769,0.87386415800701
1684.6203635563,1.00307921840197,0.87921088495643
1684.62730800075,1.0021369239882,0.88671736487875
1684.63425244519,1.00546782600699,0.88979997632059
1684.64119688964,1.00370373334923,0.89601918951588
1684.64814133408,1.00332577762864,0.90236974283812
1684.65508577852,1.00049203454578,0.90818750627655
1684.66203022297,1.0017669594443,0.91195318122165
1684.66897466741,1.00135118480664,0.91521968289205
1684.67591911186,1.0005406101254,0.92103052629705
1684.6828635563,1.00085043433062,0.92331998598799
1684.68980800075,1.00337469440456,0.92575371256886
1684.69675244519,0.99957146894951,0.93295996139595
1684.70369688963,1.00038369573919,0.93507401404652
1684.71064133408,1.00179369846021,0.93685346376067
1684.71758577852,1.00118414227739,0.94217979944406
1684.72453022297,1.00406172010696,0.94602661792841
1684.73147466741,1.0018758190242,0.95007589129955
1684.73841911186,1.00216885277954,0.95407523153604
1684.7453635563,1.00166047028085,0.95888207293285
1684.75230800074,1.00332152165364,0.95939996893759
1684.75925244519,1.00388779977846,0.96444274132201
